LEM: log-linear and event history analysis with missing data.
Developed by Jeroen Vermunt (c), Tilburg University, The Netherlands.
Version 1.0 (September 18, 1997).


*** INPUT ***

  lat 2
man 8
dim 2 2 2 2 2 2 2 2 2 3
lab Y Z A B C D E S T G
mod SGTYZ A|Y B|Y E|Y C|Z D|Z
ite 10000
dat [0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 4 0 0 1 0 1 1 0 0 2 1 0 6 3 1 3 1 1 4 4 1 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 2 3 0 0 2 2 0 3 2 0 4 1 0 1 1 0 1 1 2 1 0 0 0 0 4 7 4 0 4 2 4 2 0 0 3 2 0 1 0 8 1 2 1 0 0 5 3 7 0 1 0 3 5 3 0 0 1 1 2 2 2 0 1 9 4 2 8 3 0 12 6 1 10 3 1 6 2 1 7 3 1 11 6 3 0 1 0 2 10 13 3 2 2 8 21 47 0 3 1 1 11 10 2 1 5 4 13 17 1 1 2 9 7 7 3 3 0 7 11 8 1 4 0 3 7 5 1 9 1 3 6 4 0 0 0 1 0 1 0 0 0 1 0 0 1 3 2 0 0 2 0 3 0 0 0 1 2 1 0 0 0 0 2 1 0 1 0 1 11 6 5 2 4 0 13 7 4 1 1 1 1 1 0 0 0 1 1 0 0 0 0 3 1 5 10 1 0 5 0 2 4 1 4 5 3 2 0 0 1 0 2 0 2 0 0 0 10 17 4 0 3 1 5 7 4 3 5 4 0 0 0 3 0 1 0 2 0 4 2 4 1 3 0 0 2 1 1 1 3 2 0 2 2 1 0 7 0 3 6 0 1 8 4 1 13 7 1 10 4 3 9 8 6 4 6 9 0 1 0 3 4 6 4 0 6 6 4 15 5 7 4 2 7 8 2 6 9 3 15 24 6 1 1 3 4 3 3 4 4 7 5 5 14 8 6 6 9 5 7 6 8 6 17 4]
see 846



*** STATISTICS ***

  Number of iterations = 125
  Converge criterion   = 0.0000009647
  Seed random values   = 846

  X-squared            = 395.7583 (0.0049)
  L-squared            = 396.6555 (0.0045)
  Cressie-Read         = 377.3513 (0.0262)
  Dissimilarity index  = 0.1991
  Degrees of freedom   = 326
  Log-likelihood       = -6219.74765
  Number of parameters = 57 (+1)
  Sample size          = 1156.0
  BIC(L-squared)       = -1902.5316
  AIC(L-squared)       = -255.3445
  BIC(log-likelihood)  = 12841.5004
  AIC(log-likelihood)  = 12553.4953

  Eigenvalues information matrix
    5349.6730  2985.9102  2068.4138  1889.1514  1771.2197  1395.5644
    1287.0804  1215.7263  1080.1436  1051.3302  1042.5058  1028.5305
    1013.9668   952.4452   704.2689   670.4547   629.8827   602.3154
     579.1260   540.8275   532.0367   492.1223   454.6395   432.2115
     366.7970   333.1779   314.6196   310.3248   273.8874   245.0422
     221.8293   189.6448   182.6216   169.5830   141.7252   131.7793
     118.8174    93.1326    83.8477    78.0538    64.7064    52.3257
      43.8035    40.2440    31.5000    26.8676    19.2279    15.8030
      11.3831     6.2062     3.9011     0.0003     0.0001    -0.0001
      -0.0002    -0.0003    -0.0019

WARNING: 6 (nearly) boundary or non-identified (log-linear) parameters



*** FREQUENCIES ***

  A B C D E S T G     observed  estimated  std. res.
  2 2 2 2 1 1 2 2       4.000      3.753      0.127
  2 2 2 2 1 1 2 3       3.000      3.709     -0.368
  2 2 2 2 1 2 1 1       3.000      3.724     -0.375
  2 2 2 2 1 2 1 2       4.000      2.440      0.999
  2 2 2 2 1 2 1 3       4.000      1.302      2.365
  2 2 2 2 1 2 2 1       7.000      6.863      0.052
  2 2 2 2 1 2 2 2       5.000      6.201     -0.482
  2 2 2 2 1 2 2 3       5.000      6.001     -0.409
  2 2 2 2 2 1 1 1      14.000     12.200      0.515
  2 2 2 2 2 1 1 2       8.000      9.778     -0.569
  2 2 2 2 2 1 1 3       6.000      4.065      0.960
  2 2 2 2 2 1 2 1       6.000      5.153      0.373
  2 2 2 2 2 1 2 2       9.000      5.955      1.248
  2 2 2 2 2 1 2 3       5.000      4.121      0.433
  2 2 2 2 2 2 1 1       7.000      8.831     -0.616
  2 2 2 2 2 2 1 2       6.000      7.749     -0.628
  2 2 2 2 2 2 1 3       8.000      5.257      1.196
  2 2 2 2 2 2 2 1       6.000      5.500      0.213
  2 2 2 2 2 2 2 2      17.000      7.702      3.351
  2 2 2 2 2 2 2 3       4.000      6.967     -1.124



*** PSEUDO R-SQUARED MEASURES ***

* P(A|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6900    0.6262    0.0924
  qualitative variance    0.2484    0.2175    0.1245
  classification error    0.4602    0.3259    0.2919
  -2/N*log-likelihood     1.3800    1.2524    0.0924/0.1131
  likelihood^(-2/N)       3.9747    3.4988    0.1197/0.1600

* P(B|Y) *
                         baseline   fitted   R-squared
  entropy                 0.5725    0.4287    0.2512
  qualitative variance    0.1922    0.1425    0.2584
  classification error    0.2595    0.2595    0.0000
  -2/N*log-likelihood     1.1451    0.8574    0.2512/0.2234
  likelihood^(-2/N)       3.1428    2.3571    0.2500/0.3666

* P(E|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6644    0.5242    0.2109
  qualitative variance    0.2357    0.1743    0.2607
  classification error    0.3806    0.2571    0.3247
  -2/N*log-likelihood     1.3287    1.0485    0.2109/0.2189
  likelihood^(-2/N)       3.7763    2.8533    0.2444/0.3325

* P(C|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6518    0.5574    0.1449
  qualitative variance    0.2296    0.1890    0.1769
  classification error    0.3573    0.3125    0.1252
  -2/N*log-likelihood     1.3037    1.1147    0.1449/0.1589
  likelihood^(-2/N)       3.6827    3.0487    0.1722/0.2364

* P(D|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6801    0.4344    0.3613
  qualitative variance    0.2435    0.1335    0.4519
  classification error    0.4196    0.1622    0.6133
  -2/N*log-likelihood     1.3603    0.8688    0.3613/0.3295
  likelihood^(-2/N)       3.8973    2.3840    0.3883/0.5223



*** LOG-LINEAR PARAMETERS ***

* TABLE YZSTG [or P(YZSTG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  Y 
   1            -4.0429   0.3373  -11.985      0.0175 
   2             4.0429                       56.9916   143.64   1 0.000
  Z 
   1            -3.3487   0.3715   -9.013      0.0351 
   2             3.3487                       28.4646    81.24   1 0.000
  S 
   1            -2.6799   0.3654   -7.334      0.0686 
   2             2.6799                       14.5843    53.78   1 0.000
  T 
   1            -5.3323   0.1443  -36.961      0.0048 
   2             5.3323                      206.9091  1366.12   1 0.000
  G 
   1            -2.9941   0.3803   -7.873      0.0501 
   2             4.3358   0.4142   10.468     76.3823 
   3            -1.3417                        0.2614   265.09   2 0.000
  YZ 
   1 1          -1.2316   0.3412   -3.609      0.2918 
   1 2           1.2316                        3.4268 
   2 1           1.2316                        3.4268 
   2 2          -1.2316                        0.2918    13.03   1 0.000
  YS 
   1 1          -4.2262   0.3733  -11.321      0.0146 
   1 2           4.2262                       68.4578 
   2 1           4.2262                       68.4578 
   2 2          -4.2262                        0.0146   128.17   1 0.000
  ZS 
   1 1          -3.0887   0.3467   -8.908      0.0456 
   1 2           3.0887                       21.9480 
   2 1           3.0887                       21.9480 
   2 2          -3.0887                        0.0456    79.36   1 0.000
  YT 
   1 1          -4.1833   0.1541  -27.152      0.0152 
   1 2           4.1833                       65.5810 
   2 1           4.1833                       65.5810 
   2 2          -4.1833                        0.0152   737.26   1 0.000
  ZT 
   1 1          -3.7642   0.1974  -19.067      0.0232 
   1 2           3.7642                       43.1302 
   2 1           3.7642                       43.1302 
   2 2          -3.7642                        0.0232   363.55   1 0.000
  ST 
   1 1          -2.9299   0.1630  -17.970      0.0534 
   1 2           2.9299                       18.7263 
   2 1           2.9299                       18.7263 
   2 2          -2.9299                        0.0534   322.91   1 0.000
  YG 
   1 1           0.8260   0.4099    2.015      2.2842 
   1 2           2.3127   0.3701    6.250     10.1020 
   1 3          -3.1387                        0.0433 
   2 1          -0.8260                        0.4378 
   2 2          -2.3127                        0.0990 
   2 3           3.1387                       23.0746    41.06   2 0.000
  ZG 
   1 1          -5.9464   0.2963  -20.067      0.0026 
   1 2           4.5755   0.3654   12.522     97.0725 
   1 3           1.3710                        3.9392 
   2 1           5.9464                      382.3913 
   2 2          -4.5755                        0.0103 
   2 3          -1.3710                        0.2539   770.57   2 0.000
  SG 
   1 1          -1.0857   0.4711   -2.305      0.3377 
   1 2           1.0203   0.3214    3.174      2.7739 
   1 3           0.0654                        1.0676 
   2 1           1.0857                        2.9615 
   2 2          -1.0203                        0.3605 
   2 3          -0.0654                        0.9367    14.85   2 0.001
  TG 
   1 1          -3.0087   0.2240  -13.430      0.0494 
   1 2           3.5697   0.1625   21.972     35.5076 
   1 3          -0.5610                        0.5706 
   2 1           3.0087                       20.2616 
   2 2          -3.5697                        0.0282 
   2 3           0.5610                        1.7525   496.42   2 0.000
  YZS 
   1 1 1        -4.6781   0.3142  -14.887      0.0093 
   1 1 2         4.6781                      107.5678 
   1 2 1         4.6781                      107.5678 
   1 2 2        -4.6781                        0.0093 
   2 1 1         4.6781                      107.5678 
   2 1 2        -4.6781                        0.0093 
   2 2 1        -4.6781                        0.0093 
   2 2 2         4.6781                      107.5678   221.62   1 0.000
  YZT 
   1 1 1        -2.0288   0.2250   -9.015      0.1315 
   1 1 2         2.0288                        7.6049 
   1 2 1         2.0288                        7.6049 
   1 2 2        -2.0288                        0.1315 
   2 1 1         2.0288                        7.6049 
   2 1 2        -2.0288                        0.1315 
   2 2 1        -2.0288                        0.1315 
   2 2 2         2.0288                        7.6049    81.28   1 0.000
  YST 
   1 1 1        -4.7149   0.1394  -33.833      0.0090 
   1 1 2         4.7149                      111.5979 
   1 2 1         4.7149                      111.5979 
   1 2 2        -4.7149                        0.0090 
   2 1 1         4.7149                      111.5979 
   2 1 2        -4.7149                        0.0090 
   2 2 1        -4.7149                        0.0090 
   2 2 2         4.7149                      111.5979  1144.65   1 0.000
  ZST 
   1 1 1        -2.4908   0.1785  -13.952      0.0828 
   1 1 2         2.4908                       12.0708 
   1 2 1         2.4908                       12.0708 
   1 2 2        -2.4908                        0.0828 
   2 1 1         2.4908                       12.0708 
   2 1 2        -2.4908                        0.0828 
   2 2 1        -2.4908                        0.0828 
   2 2 2         2.4908                       12.0708   194.67   1 0.000
  YZG 
   1 1 1        -2.0121   0.3645   -5.520      0.1337 
   1 1 2         2.9481   0.4788    6.157     19.0694 
   1 1 3        -0.9360                        0.3922 
   1 2 1         2.0121                        7.4787 
   1 2 2        -2.9481                        0.0524 
   1 2 3         0.9360                        2.5498 
   2 1 1         2.0121                        7.4787 
   2 1 2        -2.9481                        0.0524 
   2 1 3         0.9360                        2.5498 
   2 2 1        -2.0121                        0.1337 
   2 2 2         2.9481                       19.0694 
   2 2 3        -0.9360                        0.3922    86.63   2 0.000
  YSG 
   1 1 1        -4.4407   0.2928  -15.165      0.0118 
   1 1 2         2.6411   0.4043    6.532     14.0288 
   1 1 3         1.7996                        6.0470 
   1 2 1         4.4407                       84.8329 
   1 2 2        -2.6411                        0.0713 
   1 2 3        -1.7996                        0.1654 
   2 1 1         4.4407                       84.8329 
   2 1 2        -2.6411                        0.0713 
   2 1 3        -1.7996                        0.1654 
   2 2 1        -4.4407                        0.0118 
   2 2 2         2.6411                       14.0288 
   2 2 3         1.7996                        6.0470   291.05   2 0.000
  ZSG 
   1 1 1        -0.5878   0.3353   -1.753      0.5556 
   1 1 2         4.5752   0.3098   14.768     97.0430 
   1 1 3        -3.9874                        0.0185 
   1 2 1         0.5878                        1.7999 
   1 2 2        -4.5752                        0.0103 
   1 2 3         3.9874                       53.9148 
   2 1 1         0.5878                        1.7999 
   2 1 2        -4.5752                        0.0103 
   2 1 3         3.9874                       53.9148 
   2 2 1        -0.5878                        0.5556 
   2 2 2         4.5752                       97.0430 
   2 2 3        -3.9874                        0.0185   256.76   2 0.000
  YTG 
   1 1 1        -0.0940   0.2370   -0.397      0.9102 
   1 1 2         2.0547   0.2465    8.337      7.8043 
   1 1 3        -1.9606                        0.1408 
   1 2 1         0.0940                        1.0986 
   1 2 2        -2.0547                        0.1281 
   1 2 3         1.9606                        7.1038 
   2 1 1         0.0940                        1.0986 
   2 1 2        -2.0547                        0.1281 
   2 1 3         1.9606                        7.1038 
   2 2 1        -0.0940                        0.9102 
   2 2 2         2.0547                        7.8043 
   2 2 3        -1.9606                        0.1408   118.52   2 0.000
  ZTG 
   1 1 1        -4.6614   0.2716  -17.162      0.0095 
   1 1 2         4.9793   0.2250   22.128    145.3659 
   1 1 3        -0.3179                        0.7277 
   1 2 1         4.6614                      105.7796 
   1 2 2        -4.9793                        0.0069 
   1 2 3         0.3179                        1.3742 
   2 1 1         4.6614                      105.7796 
   2 1 2        -4.9793                        0.0069 
   2 1 3         0.3179                        1.3742 
   2 2 1        -4.6614                        0.0095 
   2 2 2         4.9793                      145.3659 
   2 2 3        -0.3179                        0.7277   505.79   2 0.000
  STG 
   1 1 1        -0.6825   0.2571   -2.655      0.5053 
   1 1 2         1.6201   0.2969    5.456      5.0538 
   1 1 3        -0.9376                        0.3916 
   1 2 1         0.6825                        1.9789 
   1 2 2        -1.6201                        0.1979 
   1 2 3         0.9376                        2.5539 
   2 1 1         0.6825                        1.9789 
   2 1 2        -1.6201                        0.1979 
   2 1 3         0.9376                        2.5539 
   2 2 1        -0.6825                        0.5053 
   2 2 2         1.6201                        5.0538 
   2 2 3        -0.9376                        0.3916    34.80   2 0.000
  YZST 
   1 1 1 1      -4.1561   ******    *****      0.0157 
   1 1 1 2       4.1561                       63.8224 
   1 1 2 1       4.1561                       63.8224 
   1 1 2 2      -4.1561                        0.0157 
   1 2 1 1       4.1561                       63.8224 
   1 2 1 2      -4.1561                        0.0157 
   1 2 2 1      -4.1561                        0.0157 
   1 2 2 2       4.1561                       63.8224 
   2 1 1 1       4.1561                       63.8224 
   2 1 1 2      -4.1561                        0.0157 
   2 1 2 1      -4.1561                        0.0157 
   2 1 2 2       4.1561                       63.8224 
   2 2 1 1      -4.1561                        0.0157 
   2 2 1 2       4.1561                       63.8224 
   2 2 2 1       4.1561                       63.8224 
   2 2 2 2      -4.1561                        0.0157     0.00   1 1.000
  YZSG 
   1 1 1 1      -3.7426   0.5384   -6.952      0.0237 
   1 1 1 2       6.3908   ******    *****    596.3041 
   1 1 1 3      -2.6482                        0.0708 
   1 1 2 1       3.7426                       42.2075 
   1 1 2 2      -6.3908                        0.0017 
   1 1 2 3       2.6482                       14.1279 
   1 2 1 1       3.7426                       42.2075 
   1 2 1 2      -6.3908                        0.0017 
   1 2 1 3       2.6482                       14.1279 
   1 2 2 1      -3.7426                        0.0237 
   1 2 2 2       6.3908                      596.3041 
   1 2 2 3      -2.6482                        0.0708 
   2 1 1 1       3.7426                       42.2075 
   2 1 1 2      -6.3908                        0.0017 
   2 1 1 3       2.6482                       14.1279 
   2 1 2 1      -3.7426                        0.0237 
   2 1 2 2       6.3908                      596.3041 
   2 1 2 3      -2.6482                        0.0708 
   2 2 1 1      -3.7426                        0.0237 
   2 2 1 2       6.3908                      596.3041 
   2 2 1 3      -2.6482                        0.0708 
   2 2 2 1       3.7426                       42.2075 
   2 2 2 2      -6.3908                        0.0017 
   2 2 2 3       2.6482                       14.1279    48.33   2 0.000
  YZTG 
   1 1 1 1      -1.4000   ******    *****      0.2466 
   1 1 1 2       3.2641   ******    *****     26.1563 
   1 1 1 3      -1.8641                        0.1550 
   1 1 2 1       1.4000                        4.0550 
   1 1 2 2      -3.2641                        0.0382 
   1 1 2 3       1.8641                        6.4504 
   1 2 1 1       1.4000                        4.0550 
   1 2 1 2      -3.2641                        0.0382 
   1 2 1 3       1.8641                        6.4504 
   1 2 2 1      -1.4000                        0.2466 
   1 2 2 2       3.2641                       26.1563 
   1 2 2 3      -1.8641                        0.1550 
   2 1 1 1       1.4000                        4.0550 
   2 1 1 2      -3.2641                        0.0382 
   2 1 1 3       1.8641                        6.4504 
   2 1 2 1      -1.4000                        0.2466 
   2 1 2 2       3.2641                       26.1563 
   2 1 2 3      -1.8641                        0.1550 
   2 2 1 1      -1.4000                        0.2466 
   2 2 1 2       3.2641                       26.1563 
   2 2 1 3      -1.8641                        0.1550 
   2 2 2 1       1.4000                        4.0550 
   2 2 2 2      -3.2641                        0.0382 
   2 2 2 3       1.8641                        6.4504     0.00   2 1.000
  YSTG 
   1 1 1 1      -3.8328   0.1698  -22.567      0.0216 
   1 1 1 2       3.0832   0.2835   10.875     21.8283 
   1 1 1 3       0.7496                        2.1162 
   1 1 2 1       3.8328                       46.1936 
   1 1 2 2      -3.0832                        0.0458 
   1 1 2 3      -0.7496                        0.4725 
   1 2 1 1       3.8328                       46.1936 
   1 2 1 2      -3.0832                        0.0458 
   1 2 1 3      -0.7496                        0.4725 
   1 2 2 1      -3.8328                        0.0216 
   1 2 2 2       3.0832                       21.8283 
   1 2 2 3       0.7496                        2.1162 
   2 1 1 1       3.8328                       46.1936 
   2 1 1 2      -3.0832                        0.0458 
   2 1 1 3      -0.7496                        0.4725 
   2 1 2 1      -3.8328                        0.0216 
   2 1 2 2       3.0832                       21.8283 
   2 1 2 3       0.7496                        2.1162 
   2 2 1 1      -3.8328                        0.0216 
   2 2 1 2       3.0832                       21.8283 
   2 2 1 3       0.7496                        2.1162 
   2 2 2 1       3.8328                       46.1936 
   2 2 2 2      -3.0832                        0.0458 
   2 2 2 3      -0.7496                        0.4725   522.14   2 0.000
  ZSTG 
   1 1 1 1      -1.0018   0.2731   -3.669      0.3672 
   1 1 1 2       4.1476   0.2296   18.063     63.2828 
   1 1 1 3      -3.1458                        0.0430 
   1 1 2 1       1.0018                        2.7233 
   1 1 2 2      -4.1476                        0.0158 
   1 1 2 3       3.1458                       23.2379 
   1 2 1 1       1.0018                        2.7233 
   1 2 1 2      -4.1476                        0.0158 
   1 2 1 3       3.1458                       23.2379 
   1 2 2 1      -1.0018                        0.3672 
   1 2 2 2       4.1476                       63.2828 
   1 2 2 3      -3.1458                        0.0430 
   2 1 1 1       1.0018                        2.7233 
   2 1 1 2      -4.1476                        0.0158 
   2 1 1 3       3.1458                       23.2379 
   2 1 2 1      -1.0018                        0.3672 
   2 1 2 2       4.1476                       63.2828 
   2 1 2 3      -3.1458                        0.0430 
   2 2 1 1      -1.0018                        0.3672 
   2 2 1 2       4.1476                       63.2828 
   2 2 1 3      -3.1458                        0.0430 
   2 2 2 1       1.0018                        2.7233 
   2 2 2 2      -4.1476                        0.0158 
   2 2 2 3       3.1458                       23.2379   424.94   2 0.000
  YZSTG 
   1 1 1 1 1    -4.1902   ******    *****      0.0151 
   1 1 1 1 2     5.4854   ******    *****    241.1438 
   1 1 1 1 3    -1.2952                        0.2739 
   1 1 1 2 1     4.1902                       66.0372 
   1 1 1 2 2    -5.4854                        0.0041 
   1 1 1 2 3     1.2952                        3.6516 
   1 1 2 1 1     4.1902                       66.0372 
   1 1 2 1 2    -5.4854                        0.0041 
   1 1 2 1 3     1.2952                        3.6516 
   1 1 2 2 1    -4.1902                        0.0151 
   1 1 2 2 2     5.4854                      241.1438 
   1 1 2 2 3    -1.2952                        0.2739 
   1 2 1 1 1     4.1902                       66.0372 
   1 2 1 1 2    -5.4854                        0.0041 
   1 2 1 1 3     1.2952                        3.6516 
   1 2 1 2 1    -4.1902                        0.0151 
   1 2 1 2 2     5.4854                      241.1438 
   1 2 1 2 3    -1.2952                        0.2739 
   1 2 2 1 1    -4.1902                        0.0151 
   1 2 2 1 2     5.4854                      241.1438 
   1 2 2 1 3    -1.2952                        0.2739 
   1 2 2 2 1     4.1902                       66.0372 
   1 2 2 2 2    -5.4854                        0.0041 
   1 2 2 2 3     1.2952                        3.6516 
   2 1 1 1 1     4.1902                       66.0372 
   2 1 1 1 2    -5.4854                        0.0041 
   2 1 1 1 3     1.2952                        3.6516 
   2 1 1 2 1    -4.1902                        0.0151 
   2 1 1 2 2     5.4854                      241.1438 
   2 1 1 2 3    -1.2952                        0.2739 
   2 1 2 1 1    -4.1902                        0.0151 
   2 1 2 1 2     5.4854                      241.1438 
   2 1 2 1 3    -1.2952                        0.2739 
   2 1 2 2 1     4.1902                       66.0372 
   2 1 2 2 2    -5.4854                        0.0041 
   2 1 2 2 3     1.2952                        3.6516 
   2 2 1 1 1    -4.1902                        0.0151 
   2 2 1 1 2     5.4854                      241.1438 
   2 2 1 1 3    -1.2952                        0.2739 
   2 2 1 2 1     4.1902                       66.0372 
   2 2 1 2 2    -5.4854                        0.0041 
   2 2 1 2 3     1.2952                        3.6516 
   2 2 2 1 1     4.1902                       66.0372 
   2 2 2 1 2    -5.4854                        0.0041 
   2 2 2 1 3     1.2952                        3.6516 
   2 2 2 2 1    -4.1902                        0.0151 
   2 2 2 2 2     5.4854                      241.1438 
   2 2 2 2 3    -1.2952                        0.2739     0.00   2 1.000

* TABLE YA [or P(A|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  A 
   1            -0.1074   0.0406   -2.642      0.8982 
   2             0.1074                        1.1133     6.98   1 0.008
  YA 
   1 1           0.3718   0.0424    8.771      1.4503 
   1 2          -0.3718                        0.6895 
   2 1          -0.3718                        0.6895 
   2 2           0.3718                        1.4503    76.93   1 0.000

* TABLE YB [or P(B|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  B 
   1            -0.7702   0.1019   -7.556      0.4629 
   2             0.7702                        2.1603    57.10   1 0.000
  YB 
   1 1          -0.7530   0.0934   -8.059      0.4709 
   1 2           0.7530                        2.1234 
   2 1           0.7530                        2.1234 
   2 2          -0.7530                        0.4709    64.94   1 0.000

* TABLE YE [or P(E|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  E 
   1            -0.3707   0.0629   -5.890      0.6903 
   2             0.3707                        1.4487    34.69   1 0.000
  YE 
   1 1           0.6130   0.0577   10.622      1.8460 
   1 2          -0.6130                        0.5417 
   2 1          -0.6130                        0.5417 
   2 2           0.6130                        1.8460   112.83   1 0.000

* TABLE ZC [or P(C|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  C 
   1            -0.4208   0.0615   -6.848      0.6565 
   2             0.4208                        1.5232    46.89   1 0.000
  ZC 
   1 1          -0.5029   0.0604   -8.323      0.6048 
   1 2           0.5029                        1.6535 
   2 1           0.5029                        1.6535 
   2 2          -0.5029                        0.6048    69.27   1 0.000

* TABLE ZD [or P(D|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  D 
   1            -0.1833   0.1018   -1.801      0.8325 
   2             0.1833                        1.2012     3.24   1 0.072
  ZD 
   1 1           0.8265   0.0949    8.710      2.2852 
   1 2          -0.8265                        0.4376 
   2 1          -0.8265                        0.4376 
   2 2           0.8265                        2.2852    75.86   1 0.000



*** (CONDITIONAL) PROBABILITIES ***

* P(YZSTG) *

  1 1 1 1 1      0.0000  (0.0000) *
  1 1 1 1 2      0.0027  (0.0030)
  1 1 1 1 3      0.0000  (0.0000) *
  1 1 1 2 1      0.0080  (0.0061)
  1 1 1 2 2      0.0442  (0.0096)
  1 1 1 2 3      0.0408  (0.0087)
  1 1 2 1 1      0.0090  (0.0039)
  1 1 2 1 2      0.0027  (0.0032)
  1 1 2 1 3      0.0131  (0.0056)
  1 1 2 2 1      0.0231  (0.0071)
  1 1 2 2 2      0.0529  (0.0102)
  1 1 2 2 3      0.1162  (0.0113)
  1 2 1 1 1      0.0060  (0.0053)
  1 2 1 1 2      0.0000  (0.0000) *
  1 2 1 1 3      0.0029  (0.0022)
  1 2 1 2 1      0.0528  (0.0097)
  1 2 1 2 2      0.0108  (0.0065)
  1 2 1 2 3      0.0146  (0.0067)
  1 2 2 1 1      0.0224  (0.0066)
  1 2 2 1 2      0.0132  (0.0057)
  1 2 2 1 3      0.0000  (0.0000) *
  1 2 2 2 1      0.0543  (0.0092)
  1 2 2 2 2      0.0302  (0.0089)
  1 2 2 2 3      0.0000  (0.0000)
  2 1 1 1 1      0.0042  (0.0042)
  2 1 1 1 2      0.0236  (0.0076)
  2 1 1 1 3      0.0192  (0.0053)
  2 1 1 2 1      0.0010  (0.0020)
  2 1 1 2 2      0.0032  (0.0065)
  2 1 1 2 3      0.0202  (0.0067)
  2 1 2 1 1      0.0000  (0.0000) *
  2 1 2 1 2      0.0117  (0.0051)
  2 1 2 1 3      0.0202  (0.0070)
  2 1 2 2 1      0.0013  (0.0026)
  2 1 2 2 2      0.0215  (0.0082)
  2 1 2 2 3      0.0150  (0.0075)
  2 2 1 1 1      0.0763  (0.0101)
  2 2 1 1 2      0.0533  (0.0088)
  2 2 1 1 3      0.0168  (0.0054)
  2 2 1 2 1      0.0100  (0.0056)
  2 2 1 2 2      0.0249  (0.0066)
  2 2 1 2 3      0.0040  (0.0049)
  2 2 2 1 1      0.0473  (0.0078)
  2 2 2 1 2      0.0398  (0.0080)
  2 2 2 1 3      0.0230  (0.0059)
  2 2 2 2 1      0.0086  (0.0050)
  2 2 2 2 2      0.0182  (0.0080)
  2 2 2 2 3      0.0168  (0.0056)

* P(A|Y) *

  1 | 1          0.6292  (0.0266)
  2 | 1          0.3708  (0.0266)
  1 | 2          0.2772  (0.0242)
  2 | 2          0.7228  (0.0242)

* P(B|Y) *

  1 | 1          0.0454  (0.0161)
  2 | 1          0.9546  (0.0161)
  1 | 2          0.4914  (0.0307)
  2 | 2          0.5086  (0.0307)

* P(E|Y) *

  1 | 1          0.6188  (0.0308)
  2 | 1          0.3812  (0.0308)
  1 | 2          0.1227  (0.0219)
  2 | 2          0.8773  (0.0219)

* P(C|Z) *

  1 | 1          0.1362  (0.0254)
  2 | 1          0.8638  (0.0254)
  1 | 2          0.5410  (0.0283)
  2 | 2          0.4590  (0.0283)

* P(D|Z) *

  1 | 1          0.7835  (0.0404)
  2 | 1          0.2165  (0.0404)
  1 | 2          0.1172  (0.0324)
  2 | 2          0.8828  (0.0324)



*** LATENT CLASS OUTPUT ***

          Y  1    Y  1    Y  2    Y  2
          Z  1    Z  2    Z  1    Z  2
         0.3127  0.2072  0.1411  0.3390
  A  1   0.6292  0.6292  0.2772  0.2772
  A  2   0.3708  0.3708  0.7228  0.7228
  B  1   0.0454  0.0454  0.4914  0.4914
  B  2   0.9546  0.9546  0.5086  0.5086
  C  1   0.1362  0.5410  0.1362  0.5410
  C  2   0.8638  0.4590  0.8638  0.4590
  D  1   0.7835  0.1172  0.7835  0.1172
  D  2   0.2165  0.8828  0.2165  0.8828
  E  1   0.6188  0.6188  0.1227  0.1227
  E  2   0.3812  0.3812  0.8773  0.8773
  S  1   0.3061  0.4201  0.5058  0.5467
  S  2   0.6939  0.5799  0.4942  0.4533
  T  1   0.0879  0.2149  0.5589  0.7567
  T  2   0.9121  0.7851  0.4411  0.2433
  G  1   0.1284  0.6541  0.0459  0.4196
  G  2   0.3277  0.2616  0.4254  0.4018
  G  3   0.5439  0.0843  0.5287  0.1785

E = 0.2082, lambda = 0.6850
