LEM: log-linear and event history analysis with missing data.
Developed by Jeroen Vermunt (c), Tilburg University, The Netherlands.
Version 1.0 (September 18, 1997).


*** INPUT ***

  lat 2
man 8
dim 2 2 2 2 2 2 2 2 2 3
lab Y Z A B C D E S T G
mod SG T|SG {SG ST GT} YZ|SGT {SGTYZ} A|Y B|Y E|Y C|Z D|Z
ite 10000
dat [0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 4 0 0 1 0 1 1 0 0 2 1 0 6 3 1 3 1 1 4 4 1 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 2 3 0 0 2 2 0 3 2 0 4 1 0 1 1 0 1 1 2 1 0 0 0 0 4 7 4 0 4 2 4 2 0 0 3 2 0 1 0 8 1 2 1 0 0 5 3 7 0 1 0 3 5 3 0 0 1 1 2 2 2 0 1 9 4 2 8 3 0 12 6 1 10 3 1 6 2 1 7 3 1 11 6 3 0 1 0 2 10 13 3 2 2 8 21 47 0 3 1 1 11 10 2 1 5 4 13 17 1 1 2 9 7 7 3 3 0 7 11 8 1 4 0 3 7 5 1 9 1 3 6 4 0 0 0 1 0 1 0 0 0 1 0 0 1 3 2 0 0 2 0 3 0 0 0 1 2 1 0 0 0 0 2 1 0 1 0 1 11 6 5 2 4 0 13 7 4 1 1 1 1 1 0 0 0 1 1 0 0 0 0 3 1 5 10 1 0 5 0 2 4 1 4 5 3 2 0 0 1 0 2 0 2 0 0 0 10 17 4 0 3 1 5 7 4 3 5 4 0 0 0 3 0 1 0 2 0 4 2 4 1 3 0 0 2 1 1 1 3 2 0 2 2 1 0 7 0 3 6 0 1 8 4 1 13 7 1 10 4 3 9 8 6 4 6 9 0 1 0 3 4 6 4 0 6 6 4 15 5 7 4 2 7 8 2 6 9 3 15 24 6 1 1 3 4 3 3 4 4 7 5 5 14 8 6 6 9 5 7 6 8 6 17 4]
see 166



*** STATISTICS ***

  Number of iterations = 128
  Converge criterion   = 0.0000009274
  Seed random values   = 166

  X-squared            = 396.6483 (0.0056)
  L-squared            = 397.9029 (0.0049)
  Cressie-Read         = 378.1620 (0.0292)
  Dissimilarity index  = 0.1992
  Degrees of freedom   = 328
  Log-likelihood       = -6220.37133
  Number of parameters = 55 (+1)
  Sample size          = 1156.0
  BIC(L-squared)       = -1915.3897
  AIC(L-squared)       = -258.0971
  BIC(log-likelihood)  = 12828.6423
  AIC(log-likelihood)  = 12550.7427

  Eigenvalues information matrix
    1367.8068  1281.2218  1171.5173  1169.9163  1153.0331  1103.6546
    1041.1170  1030.2976   956.4542   942.5172   869.3793   866.9755
     734.7926   683.2680   642.6747   616.2296   569.1118   557.5555
     482.8924   429.1562   409.4444   381.9020   370.9609   366.6664
     345.7673   328.9501   305.7067   270.7197   262.0689   238.0976
     216.4207   197.4698   176.0421   149.4110   143.3012   108.5528
     102.4916    94.4760    82.9766    64.4790    56.6233    45.7240
      36.9433    33.7877    25.3626    19.3820    13.8404     7.5760
       4.7180     0.0003     0.0001    -0.0002    -0.0003    -0.0011
      -0.0023

WARNING: 6 (nearly) boundary or non-identified (log-linear) parameters



*** FREQUENCIES ***

  A B C D E S T G     observed  estimated  std. res.
  2 2 2 2 1 1 2 2       4.000      3.924      0.039
  2 2 2 2 1 1 2 3       3.000      3.615     -0.324
  2 2 2 2 1 2 1 1       3.000      3.641     -0.336
  2 2 2 2 1 2 1 2       4.000      2.576      0.887
  2 2 2 2 1 2 1 3       4.000      1.255      2.450
  2 2 2 2 1 2 2 1       7.000      7.001     -0.001
  2 2 2 2 1 2 2 2       5.000      6.011     -0.412
  2 2 2 2 1 2 2 3       5.000      6.083     -0.439
  2 2 2 2 2 1 1 1      14.000     12.448      0.440
  2 2 2 2 2 1 1 2       8.000      9.315     -0.431
  2 2 2 2 2 1 1 3       6.000      4.275      0.834
  2 2 2 2 2 1 2 1       6.000      5.026      0.434
  2 2 2 2 2 1 2 2       9.000      6.226      1.112
  2 2 2 2 2 1 2 3       5.000      4.017      0.491
  2 2 2 2 2 2 1 1       7.000      8.633     -0.556
  2 2 2 2 2 2 1 2       6.000      8.182     -0.763
  2 2 2 2 2 2 1 3       8.000      5.069      1.302
  2 2 2 2 2 2 2 1       6.000      5.611      0.164
  2 2 2 2 2 2 2 2      17.000      7.465      3.490
  2 2 2 2 2 2 2 3       4.000      7.062     -1.152



*** PSEUDO R-SQUARED MEASURES ***

* P(T|SG) *
                         baseline   fitted   R-squared
  entropy                 0.6759    0.6561    0.0293
  qualitative variance    0.2414    0.2320    0.0390
  classification error    0.4074    0.3892    0.0447
  -2/N*log-likelihood     1.3518    1.3122    0.0293/0.0381
  likelihood^(-2/N)       3.8645    3.7144    0.0388/0.0524

* P(YZ|STG) *
                         baseline   fitted   R-squared
  entropy                 1.3327    0.9163    0.3124
  qualitative variance    0.3622    0.2570    0.2905
  classification error    0.6610    0.3799    0.4252
  -2/N*log-likelihood     2.6654    1.8326    0.3124/0.4544
  likelihood^(-2/N)      14.3731    6.2504    0.5651/0.6074

* P(A|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6900    0.6262    0.0924
  qualitative variance    0.2484    0.2175    0.1245
  classification error    0.4602    0.3259    0.2919
  -2/N*log-likelihood     1.3800    1.2524    0.0924/0.1131
  likelihood^(-2/N)       3.9747    3.4988    0.1197/0.1600

* P(B|Y) *
                         baseline   fitted   R-squared
  entropy                 0.5725    0.4287    0.2512
  qualitative variance    0.1922    0.1425    0.2584
  classification error    0.2595    0.2595    0.0000
  -2/N*log-likelihood     1.1451    0.8574    0.2512/0.2234
  likelihood^(-2/N)       3.1428    2.3571    0.2500/0.3666

* P(E|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6644    0.5242    0.2109
  qualitative variance    0.2357    0.1743    0.2607
  classification error    0.3806    0.2570    0.3247
  -2/N*log-likelihood     1.3287    1.0485    0.2109/0.2189
  likelihood^(-2/N)       3.7763    2.8533    0.2444/0.3325

* P(C|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6518    0.5574    0.1449
  qualitative variance    0.2296    0.1890    0.1769
  classification error    0.3573    0.3125    0.1252
  -2/N*log-likelihood     1.3037    1.1147    0.1449/0.1589
  likelihood^(-2/N)       3.6827    3.0487    0.1722/0.2364

* P(D|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6801    0.4344    0.3614
  qualitative variance    0.2435    0.1335    0.4519
  classification error    0.4196    0.1622    0.6133
  -2/N*log-likelihood     1.3603    0.8688    0.3613/0.3296
  likelihood^(-2/N)       3.8973    2.3839    0.3883/0.5223



*** LOG-LINEAR PARAMETERS ***

* TABLE SG [or P(SG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  S 
   1            -0.1248   0.0298   -4.183      0.8826 
   2             0.1248                        1.1330    17.49   1 0.000
  G 
   1            -0.0133   0.0422   -0.316      0.9868 
   2             0.0682   0.0414    1.648      1.0706 
   3            -0.0549                        0.9466     2.99   2 0.225
  SG 
   1 1           0.1008   0.0422    2.390      1.1061 
   1 2           0.0462   0.0414    1.117      1.0473 
   1 3          -0.1471                        0.8632 
   2 1          -0.1008                        0.9041 
   2 2          -0.0462                        0.9548 
   2 3           0.1471                        1.1585    12.15   2 0.002

* TABLE STG [or P(T|SG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  T 
   1            -0.1851   0.0308   -6.005      0.8310 
   2             0.1851                        1.2033    36.06   1 0.000
  ST 
   1 1           0.0945   0.0307    3.077      1.0991 
   1 2          -0.0945                        0.9098 
   2 1          -0.0945                        0.9098 
   2 2           0.0945                        1.0991     9.47   1 0.002
  TG 
   1 1           0.2062   0.0429    4.803      1.2290 
   1 2           0.0228   0.0423    0.539      1.0231 
   1 3          -0.2290                        0.7953 
   2 1          -0.2062                        0.8137 
   2 2          -0.0228                        0.9774 
   2 3           0.2290                        1.2574    31.80   2 0.000

* TABLE YZSTG [or P(YZ|STG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  Y 
   1            -4.1486   0.3373  -12.299      0.0158 
   2             4.1486                       63.3455   151.26   1 0.000
  Z 
   1            -3.3735   0.3712   -9.088      0.0343 
   2             3.3735                       29.1815    82.58   1 0.000
  YZ 
   1 1          -1.2489   0.3410   -3.663      0.2868 
   1 2           1.2489                        3.4866 
   2 1           1.2489                        3.4866 
   2 2          -1.2489                        0.2868    13.42   1 0.000
  YS 
   1 1          -4.2887   0.3731  -11.494      0.0137 
   1 2           4.2887                       72.8726 
   2 1           4.2887                       72.8726 
   2 2          -4.2887                        0.0137   132.12   1 0.000
  ZS 
   1 1          -3.1567   0.3467   -9.106      0.0426 
   1 2           3.1567                       23.4941 
   2 1           3.1567                       23.4941 
   2 2          -3.1567                        0.0426    82.91   1 0.000
  YT 
   1 1          -4.2729   0.1539  -27.756      0.0139 
   1 2           4.2729                       71.7328 
   2 1           4.2729                       71.7328 
   2 2          -4.2729                        0.0139   770.41   1 0.000
  ZT 
   1 1          -3.8051   0.1974  -19.277      0.0223 
   1 2           3.8051                       44.9305 
   2 1           3.8051                       44.9305 
   2 2          -3.8051                        0.0223   371.60   1 0.000
  YG 
   1 1           0.8177   0.4095    1.997      2.2652 
   1 2           2.3620   0.3700    6.384     10.6122 
   1 3          -3.1797                        0.0416 
   2 1          -0.8177                        0.4415 
   2 2          -2.3620                        0.0942 
   2 3           3.1797                       24.0391    42.66   2 0.000
  ZG 
   1 1          -6.0584   0.2964  -20.439      0.0023 
   1 2           4.6567   0.3653   12.747    105.2930 
   1 3           1.4016                        4.0619 
   2 1           6.0584                      427.6853 
   2 2          -4.6567                        0.0095 
   2 3          -1.4016                        0.2462   798.98   2 0.000
  YZS 
   1 1 1        -4.7538   0.3143  -15.127      0.0086 
   1 1 2         4.7538                      116.0287 
   1 2 1         4.7538                      116.0287 
   1 2 2        -4.7538                        0.0086 
   2 1 1         4.7538                      116.0287 
   2 1 2        -4.7538                        0.0086 
   2 2 1        -4.7538                        0.0086 
   2 2 2         4.7538                      116.0287   228.81   1 0.000
  YZT 
   1 1 1        -2.0620   0.2251   -9.162      0.1272 
   1 1 2         2.0620                        7.8620 
   1 2 1         2.0620                        7.8620 
   1 2 2        -2.0620                        0.1272 
   2 1 1         2.0620                        7.8620 
   2 1 2        -2.0620                        0.1272 
   2 2 1        -2.0620                        0.1272 
   2 2 2         2.0620                        7.8620    83.94   1 0.000
  YST 
   1 1 1        -4.7933   0.1393  -34.413      0.0083 
   1 1 2         4.7933                      120.7030 
   1 2 1         4.7933                      120.7030 
   1 2 2        -4.7933                        0.0083 
   2 1 1         4.7933                      120.7030 
   2 1 2        -4.7933                        0.0083 
   2 2 1        -4.7933                        0.0083 
   2 2 2         4.7933                      120.7030  1184.25   1 0.000
  ZST 
   1 1 1        -2.5429   0.1785  -14.249      0.0786 
   1 1 2         2.5429                       12.7168 
   1 2 1         2.5429                       12.7168 
   1 2 2        -2.5429                        0.0786 
   2 1 1         2.5429                       12.7168 
   2 1 2        -2.5429                        0.0786 
   2 2 1        -2.5429                        0.0786 
   2 2 2         2.5429                       12.7168   203.03   1 0.000
  YZG 
   1 1 1        -2.1087   0.3643   -5.788      0.1214 
   1 1 2         3.0217   0.4787    6.313     20.5257 
   1 1 3        -0.9130                        0.4013 
   1 2 1         2.1087                        8.2376 
   1 2 2        -3.0217                        0.0487 
   1 2 3         0.9130                        2.4917 
   2 1 1         2.1087                        8.2376 
   2 1 2        -3.0217                        0.0487 
   2 1 3         0.9130                        2.4917 
   2 2 1        -2.1087                        0.1214 
   2 2 2         3.0217                       20.5257 
   2 2 3        -0.9130                        0.4013    92.99   2 0.000
  YSG 
   1 1 1        -4.5150   0.2928  -15.418      0.0109 
   1 1 2         2.6472   0.4041    6.551     14.1145 
   1 1 3         1.8678                        6.4742 
   1 2 1         4.5150                       91.3807 
   1 2 2        -2.6472                        0.0708 
   1 2 3        -1.8678                        0.1545 
   2 1 1         4.5150                       91.3807 
   2 1 2        -2.6472                        0.0708 
   2 1 3        -1.8678                        0.1545 
   2 2 1        -4.5150                        0.0109 
   2 2 2         2.6472                       14.1145 
   2 2 3         1.8678                        6.4742   299.50   2 0.000
  ZSG 
   1 1 1        -0.6337   0.3349   -1.892      0.5306 
   1 1 2         4.6996   0.3097   15.174    109.9053 
   1 1 3        -4.0660                        0.0171 
   1 2 1         0.6337                        1.8845 
   1 2 2        -4.6996                        0.0091 
   1 2 3         4.0660                       58.3208 
   2 1 1         0.6337                        1.8845 
   2 1 2        -4.6996                        0.0091 
   2 1 3         4.0660                       58.3208 
   2 2 1        -0.6337                        0.5306 
   2 2 2         4.6996                      109.9053 
   2 2 3        -4.0660                        0.0171   272.39   2 0.000
  YTG 
   1 1 1        -0.1184   0.2367   -0.500      0.8884 
   1 1 2         2.0880   0.2463    8.479      8.0691 
   1 1 3        -1.9697                        0.1395 
   1 2 1         0.1184                        1.1257 
   1 2 2        -2.0880                        0.1239 
   1 2 3         1.9697                        7.1683 
   2 1 1         0.1184                        1.1257 
   2 1 2        -2.0880                        0.1239 
   2 1 3         1.9697                        7.1683 
   2 2 1        -0.1184                        0.8884 
   2 2 2         2.0880                        8.0691 
   2 2 3        -1.9697                        0.1395   120.63   2 0.000
  ZTG 
   1 1 1        -4.7573   0.2715  -17.525      0.0086 
   1 1 2         5.0764   0.2249   22.573    160.2029 
   1 1 3        -0.3191                        0.7268 
   1 2 1         4.7573                      116.4308 
   1 2 2        -5.0764                        0.0062 
   1 2 3         0.3191                        1.3759 
   2 1 1         4.7573                      116.4308 
   2 1 2        -5.0764                        0.0062 
   2 1 3         0.3191                        1.3759 
   2 2 1        -4.7573                        0.0086 
   2 2 2         5.0764                      160.2029 
   2 2 3        -0.3191                        0.7268   526.59   2 0.000
  YZST 
   1 1 1 1      -4.2158   ******    *****      0.0148 
   1 1 1 2       4.2158                       67.7504 
   1 1 2 1       4.2158                       67.7504 
   1 1 2 2      -4.2158                        0.0148 
   1 2 1 1       4.2158                       67.7504 
   1 2 1 2      -4.2158                        0.0148 
   1 2 2 1      -4.2158                        0.0148 
   1 2 2 2       4.2158                       67.7504 
   2 1 1 1       4.2158                       67.7504 
   2 1 1 2      -4.2158                        0.0148 
   2 1 2 1      -4.2158                        0.0148 
   2 1 2 2       4.2158                       67.7504 
   2 2 1 1      -4.2158                        0.0148 
   2 2 1 2       4.2158                       67.7504 
   2 2 2 1       4.2158                       67.7504 
   2 2 2 2      -4.2158                        0.0148     0.00   1 1.000
  YZSG 
   1 1 1 1      -3.8037   0.5381   -7.069      0.0223 
   1 1 1 2       6.5227   ******    *****    680.4432 
   1 1 1 3      -2.7190                        0.0659 
   1 1 2 1       3.8037                       44.8675 
   1 1 2 2      -6.5227                        0.0015 
   1 1 2 3       2.7190                       15.1656 
   1 2 1 1       3.8037                       44.8675 
   1 2 1 2      -6.5227                        0.0015 
   1 2 1 3       2.7190                       15.1656 
   1 2 2 1      -3.8037                        0.0223 
   1 2 2 2       6.5227                      680.4432 
   1 2 2 3      -2.7190                        0.0659 
   2 1 1 1       3.8037                       44.8675 
   2 1 1 2      -6.5227                        0.0015 
   2 1 1 3       2.7190                       15.1656 
   2 1 2 1      -3.8037                        0.0223 
   2 1 2 2       6.5227                      680.4432 
   2 1 2 3      -2.7190                        0.0659 
   2 2 1 1      -3.8037                        0.0223 
   2 2 1 2       6.5227                      680.4432 
   2 2 1 3      -2.7190                        0.0659 
   2 2 2 1       3.8037                       44.8675 
   2 2 2 2      -6.5227                        0.0015 
   2 2 2 3       2.7190                       15.1656    49.98   2 0.000
  YZTG 
   1 1 1 1      -1.4807   ******    *****      0.2275 
   1 1 1 2       3.3537   ******    *****     28.6094 
   1 1 1 3      -1.8730                        0.1537 
   1 1 2 1       1.4807                        4.3960 
   1 1 2 2      -3.3537                        0.0350 
   1 1 2 3       1.8730                        6.5080 
   1 2 1 1       1.4807                        4.3960 
   1 2 1 2      -3.3537                        0.0350 
   1 2 1 3       1.8730                        6.5080 
   1 2 2 1      -1.4807                        0.2275 
   1 2 2 2       3.3537                       28.6094 
   1 2 2 3      -1.8730                        0.1537 
   2 1 1 1       1.4807                        4.3960 
   2 1 1 2      -3.3537                        0.0350 
   2 1 1 3       1.8730                        6.5080 
   2 1 2 1      -1.4807                        0.2275 
   2 1 2 2       3.3537                       28.6094 
   2 1 2 3      -1.8730                        0.1537 
   2 2 1 1      -1.4807                        0.2275 
   2 2 1 2       3.3537                       28.6094 
   2 2 1 3      -1.8730                        0.1537 
   2 2 2 1       1.4807                        4.3960 
   2 2 2 2      -3.3537                        0.0350 
   2 2 2 3       1.8730                        6.5080     0.00   2 1.000
  YSTG 
   1 1 1 1      -3.8913   0.1698  -22.918      0.0204 
   1 1 1 2       3.1053   0.2835   10.955     22.3167 
   1 1 1 3       0.7859                        2.1945 
   1 1 2 1       3.8913                       48.9731 
   1 1 2 2      -3.1053                        0.0448 
   1 1 2 3      -0.7859                        0.4557 
   1 2 1 1       3.8913                       48.9731 
   1 2 1 2      -3.1053                        0.0448 
   1 2 1 3      -0.7859                        0.4557 
   1 2 2 1      -3.8913                        0.0204 
   1 2 2 2       3.1053                       22.3167 
   1 2 2 3       0.7859                        2.1945 
   2 1 1 1       3.8913                       48.9731 
   2 1 1 2      -3.1053                        0.0448 
   2 1 1 3      -0.7859                        0.4557 
   2 1 2 1      -3.8913                        0.0204 
   2 1 2 2       3.1053                       22.3167 
   2 1 2 3       0.7859                        2.1945 
   2 2 1 1      -3.8913                        0.0204 
   2 2 1 2       3.1053                       22.3167 
   2 2 1 3       0.7859                        2.1945 
   2 2 2 1       3.8913                       48.9731 
   2 2 2 2      -3.1053                        0.0448 
   2 2 2 3      -0.7859                        0.4557   537.92   2 0.000
  ZSTG 
   1 1 1 1      -1.0637   0.2728   -3.899      0.3452 
   1 1 1 2       4.2560   0.2295   18.549     70.5295 
   1 1 1 3      -3.1924                        0.0411 
   1 1 2 1       1.0637                        2.8970 
   1 1 2 2      -4.2560                        0.0142 
   1 1 2 3       3.1924                       24.3458 
   1 2 1 1       1.0637                        2.8970 
   1 2 1 2      -4.2560                        0.0142 
   1 2 1 3       3.1924                       24.3458 
   1 2 2 1      -1.0637                        0.3452 
   1 2 2 2       4.2560                       70.5295 
   1 2 2 3      -3.1924                        0.0411 
   2 1 1 1       1.0637                        2.8970 
   2 1 1 2      -4.2560                        0.0142 
   2 1 1 3       3.1924                       24.3458 
   2 1 2 1      -1.0637                        0.3452 
   2 1 2 2       4.2560                       70.5295 
   2 1 2 3      -3.1924                        0.0411 
   2 2 1 1      -1.0637                        0.3452 
   2 2 1 2       4.2560                       70.5295 
   2 2 1 3      -3.1924                        0.0411 
   2 2 2 1       1.0637                        2.8970 
   2 2 2 2      -4.2560                        0.0142 
   2 2 2 3       3.1924                       24.3458   444.22   2 0.000
  YZSTG 
   1 1 1 1 1    -4.2673   ******    *****      0.0140 
   1 1 1 1 2     5.6015   ******    *****    270.8371 
   1 1 1 1 3    -1.3342                        0.2634 
   1 1 1 2 1     4.2673                       71.3322 
   1 1 1 2 2    -5.6015                        0.0037 
   1 1 1 2 3     1.3342                        3.7968 
   1 1 2 1 1     4.2673                       71.3322 
   1 1 2 1 2    -5.6015                        0.0037 
   1 1 2 1 3     1.3342                        3.7968 
   1 1 2 2 1    -4.2673                        0.0140 
   1 1 2 2 2     5.6015                      270.8371 
   1 1 2 2 3    -1.3342                        0.2634 
   1 2 1 1 1     4.2673                       71.3322 
   1 2 1 1 2    -5.6015                        0.0037 
   1 2 1 1 3     1.3342                        3.7968 
   1 2 1 2 1    -4.2673                        0.0140 
   1 2 1 2 2     5.6015                      270.8371 
   1 2 1 2 3    -1.3342                        0.2634 
   1 2 2 1 1    -4.2673                        0.0140 
   1 2 2 1 2     5.6015                      270.8371 
   1 2 2 1 3    -1.3342                        0.2634 
   1 2 2 2 1     4.2673                       71.3322 
   1 2 2 2 2    -5.6015                        0.0037 
   1 2 2 2 3     1.3342                        3.7968 
   2 1 1 1 1     4.2673                       71.3322 
   2 1 1 1 2    -5.6015                        0.0037 
   2 1 1 1 3     1.3342                        3.7968 
   2 1 1 2 1    -4.2673                        0.0140 
   2 1 1 2 2     5.6015                      270.8371 
   2 1 1 2 3    -1.3342                        0.2634 
   2 1 2 1 1    -4.2673                        0.0140 
   2 1 2 1 2     5.6015                      270.8371 
   2 1 2 1 3    -1.3342                        0.2634 
   2 1 2 2 1     4.2673                       71.3322 
   2 1 2 2 2    -5.6015                        0.0037 
   2 1 2 2 3     1.3342                        3.7968 
   2 2 1 1 1    -4.2673                        0.0140 
   2 2 1 1 2     5.6015                      270.8371 
   2 2 1 1 3    -1.3342                        0.2634 
   2 2 1 2 1     4.2673                       71.3322 
   2 2 1 2 2    -5.6015                        0.0037 
   2 2 1 2 3     1.3342                        3.7968 
   2 2 2 1 1     4.2673                       71.3322 
   2 2 2 1 2    -5.6015                        0.0037 
   2 2 2 1 3     1.3342                        3.7968 
   2 2 2 2 1    -4.2673                        0.0140 
   2 2 2 2 2     5.6015                      270.8371 
   2 2 2 2 3    -1.3342                        0.2634     0.00   2 1.000

* TABLE YA [or P(A|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  A 
   1            -0.1074   0.0406   -2.642      0.8982 
   2             0.1074                        1.1133     6.98   1 0.008
  YA 
   1 1           0.3718   0.0424    8.771      1.4503 
   1 2          -0.3718                        0.6895 
   2 1          -0.3718                        0.6895 
   2 2           0.3718                        1.4503    76.93   1 0.000

* TABLE YB [or P(B|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  B 
   1            -0.7703   0.1020   -7.555      0.4629 
   2             0.7703                        2.1603    57.07   1 0.000
  YB 
   1 1          -0.7530   0.0935   -8.058      0.4709 
   1 2           0.7530                        2.1234 
   2 1           0.7530                        2.1234 
   2 2          -0.7530                        0.4709    64.93   1 0.000

* TABLE YE [or P(E|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  E 
   1            -0.3706   0.0629   -5.889      0.6903 
   2             0.3706                        1.4487    34.68   1 0.000
  YE 
   1 1           0.6130   0.0577   10.623      1.8460 
   1 2          -0.6130                        0.5417 
   2 1          -0.6130                        0.5417 
   2 2           0.6130                        1.8460   112.85   1 0.000

* TABLE ZC [or P(C|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  C 
   1            -0.4208   0.0614   -6.850      0.6565 
   2             0.4208                        1.5232    46.92   1 0.000
  ZC 
   1 1          -0.5029   0.0604   -8.324      0.6048 
   1 2           0.5029                        1.6535 
   2 1           0.5029                        1.6535 
   2 2          -0.5029                        0.6048    69.29   1 0.000

* TABLE ZD [or P(D|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  D 
   1            -0.1834   0.1017   -1.802      0.8325 
   2             0.1834                        1.2012     3.25   1 0.072
  ZD 
   1 1           0.8265   0.0949    8.712      2.2852 
   1 2          -0.8265                        0.4376 
   2 1          -0.8265                        0.4376 
   2 2           0.8265                        2.2852    75.90   1 0.000



*** (CONDITIONAL) PROBABILITIES ***

* P(SG) *

  1 1            0.1583  (0.0107)
  1 2            0.1626  (0.0109)
  1 3            0.1185  (0.0095)
  2 1            0.1661  (0.0109)
  2 2            0.1903  (0.0115)
  2 3            0.2042  (0.0119)

* P(T|SG) *

  1 | 1 1        0.5576  (0.0300)
  1 | 1 2        0.4662  (0.0298)
  1 | 1 3        0.3454  (0.0307)
  2 | 1 1        0.4424  (0.0300)
  2 | 1 2        0.5338  (0.0298)
  2 | 1 3        0.6546  (0.0307)
  1 | 2 1        0.4634  (0.0298)
  1 | 2 2        0.3744  (0.0273)
  1 | 2 3        0.2656  (0.0242)
  2 | 2 1        0.5366  (0.0298)
  2 | 2 2        0.6256  (0.0273)
  2 | 2 3        0.7344  (0.0242)

* P(YZ|STG) *

  1 1 | 1 1 1    0.0000  (0.0000) *
  1 1 | 1 1 2    0.0340  (0.0369)
  1 1 | 1 1 3    0.0000  (0.0000) *
  1 1 | 1 2 1    0.1116  (0.0843)
  1 1 | 1 2 2    0.5318  (0.1031)
  1 1 | 1 2 3    0.5130  (0.0964)
  1 1 | 2 1 1    0.1141  (0.0485)
  1 1 | 2 1 2    0.0402  (0.0476)
  1 1 | 2 1 3    0.2328  (0.0959)
  1 1 | 2 2 1    0.2650  (0.0767)
  1 1 | 2 2 2    0.4307  (0.0762)
  1 1 | 2 2 3    0.7853  (0.0525)
  1 2 | 1 1 1    0.0696  (0.0605)
  1 2 | 1 1 2    0.0000  (0.0000) *
  1 2 | 1 1 3    0.0745  (0.0567)
  1 2 | 1 2 1    0.7352  (0.1105)
  1 2 | 1 2 2    0.1296  (0.0772)
  1 2 | 1 2 3    0.1830  (0.0819)
  1 2 | 2 1 1    0.2845  (0.0794)
  1 2 | 2 1 2    0.1958  (0.0818)
  1 2 | 2 1 3    0.0000  (0.0000) *
  1 2 | 2 2 1    0.6215  (0.0870)
  1 2 | 2 2 2    0.2460  (0.0702)
  1 2 | 2 2 3    0.0000  (0.0000)
  2 1 | 1 1 1    0.0485  (0.0480)
  2 1 | 1 1 2    0.2960  (0.0905)
  2 1 | 1 1 3    0.4931  (0.1152)
  2 1 | 1 2 1    0.0136  (0.0276)
  2 1 | 1 2 2    0.0388  (0.0778)
  2 1 | 1 2 3    0.2542  (0.0802)
  2 1 | 2 1 1    0.0000  (0.0000) *
  2 1 | 2 1 2    0.1738  (0.0738)
  2 1 | 2 1 3    0.3591  (0.1166)
  2 1 | 2 2 1    0.0149  (0.0293)
  2 1 | 2 2 2    0.1752  (0.0652)
  2 1 | 2 2 3    0.1013  (0.0503)
  2 2 | 1 1 1    0.8819  (0.0809)
  2 2 | 1 1 2    0.6700  (0.0872)
  2 2 | 1 1 3    0.4324  (0.1221)
  2 2 | 1 2 1    0.1396  (0.0762)
  2 2 | 1 2 2    0.2999  (0.0745)
  2 2 | 1 2 3    0.0498  (0.0619)
  2 2 | 2 1 1    0.6014  (0.0780)
  2 2 | 2 1 2    0.5902  (0.0990)
  2 2 | 2 1 3    0.4082  (0.0935)
  2 2 | 2 2 1    0.0987  (0.0560)
  2 2 | 2 2 2    0.1480  (0.0644)
  2 2 | 2 2 3    0.1134  (0.0369)

* P(A|Y) *

  1 | 1          0.6292  (0.0266)
  2 | 1          0.3708  (0.0266)
  1 | 2          0.2772  (0.0242)
  2 | 2          0.7228  (0.0242)

* P(B|Y) *

  1 | 1          0.0454  (0.0161)
  2 | 1          0.9546  (0.0161)
  1 | 2          0.4914  (0.0307)
  2 | 2          0.5086  (0.0307)

* P(E|Y) *

  1 | 1          0.6189  (0.0308)
  2 | 1          0.3811  (0.0308)
  1 | 2          0.1227  (0.0219)
  2 | 2          0.8773  (0.0219)

* P(C|Z) *

  1 | 1          0.1362  (0.0253)
  2 | 1          0.8638  (0.0253)
  1 | 2          0.5410  (0.0283)
  2 | 2          0.4590  (0.0283)

* P(D|Z) *

  1 | 1          0.7835  (0.0404)
  2 | 1          0.2165  (0.0404)
  1 | 2          0.1172  (0.0324)
  2 | 2          0.8828  (0.0324)



*** LATENT CLASS OUTPUT ***

          Y  1    Y  1    Y  2    Y  2
          Z  1    Z  2    Z  1    Z  2
         0.3133  0.2067  0.1402  0.3399
  A  1   0.6292  0.6292  0.2772  0.2772
  A  2   0.3708  0.3708  0.7228  0.7228
  B  1   0.0454  0.0454  0.4914  0.4914
  B  2   0.9546  0.9546  0.5086  0.5086
  C  1   0.1362  0.5410  0.1362  0.5410
  C  2   0.8638  0.4590  0.8638  0.4590
  D  1   0.7835  0.1172  0.7835  0.1172
  D  2   0.2165  0.8828  0.2165  0.8828
